No    	Deprem Kodu	Olus tarihi	Olus zamani	Enlem	Boylam	Der(km)	xM	MD	ML	Mw	Ms	Mb	Tip	Yer
000001	20190228101414	2019.02.28	10:14:14.16	39.5725	28.8385	009.4	3.6	0.0	3.6	3.5	0.0	0.0	Ke	CAMHARMAN-DURSUNBEY (BALIKESIR) [South West  1.7 km]
000002	20190224012224	2019.02.24	01:22:24.57	40.3800	27.1757	011.1	3.9	0.0	3.9	3.9	0.0	0.0	Ke	CAKIRLI-BIGA (CANAKKALE) [North East  0.7 km]
000003	20190224010539	2019.02.24	01:05:39.75	40.3932	27.1682	009.7	3.6	0.0	3.5	3.6	0.0	0.0	Ke	CAKIRLI-BIGA (CANAKKALE) [North West  2.2 km]
000004	20190220194206	2019.02.20	19:42:06.62	39.6255	26.4203	007.0	3.8	0.0	3.8	3.6	0.0	0.0	Ke	SAPANCA-AYVACIK (CANAKKALE) [South East  2.7 km]
000005	20190220182327	2019.02.20	18:23:27.94	39.6173	26.4088	008.2	5.4	0.0	5.4	5.0	0.0	0.0	Ke	AYVACIK (CANAKKALE) [North East  1.6 km]
000006	20190220002757	2019.02.20	00:27:57.36	40.3923	27.1535	006.8	3.6	0.0	3.6	3.5	0.0	0.0	Ke	CAKIRLI-BIGA (CANAKKALE) [North West  2.6 km]
000007	20190219213354	2019.02.19	21:33:54.96	40.3862	27.1572	011.5	4.1	0.0	4.1	4.1	0.0	0.0	Ke	CAKIRLI-BIGA (CANAKKALE) [North West  1.9 km]
000008	20190219194842	2019.02.19	19:48:42.72	40.3833	27.1537	011.6	4.0	0.0	4.0	3.7	0.0	0.0	Ke	CAKIRLI-BIGA (CANAKKALE) [North West  2.0 km]
000009	20190215161427	2019.02.15	16:14:27.29	40.7818	27.9382	020.2	4.1	0.0	4.1	3.8	0.0	0.0	Ke	MARMARA DENIZI
000010	20190128165834	2019.01.28	16:58:34.51	39.4410	26.1915	005.3	3.5	0.0	3.5	3.5	0.0	0.0	Ke	KOYUNEVI-AYVACIK (CANAKKALE) [South 5.8 km]
000011	20190127031541	2019.01.27	03:15:41.20	39.0222	27.7567	012.8	4.3	0.0	4.3	4.1	0.0	0.0	Ke	SELVILI-AKHISAR (MANISA) [South East  0.3 km]
000012	20190114065935	2019.01.14	06:59:35.63	39.3413	25.5358	009.4	3.9	0.0	3.9	3.9	0.0	0.0	Ke	EGE DENIZI
000013	20190111160956	2019.01.11	16:09:56.39	40.2818	28.8565	005.2	3.9	0.0	3.9	3.7	0.0	0.0	Ke	DEDE-MUDANYA (BURSA) [South East  1.7 km]
000014	20190111015846	2019.01.11	01:58:46.79	40.1550	25.0702	001.2	3.5	0.0	3.2	3.5	0.0	0.0	Ke	EGE DENIZI
000015	20190105042014	2019.01.05	04:20:14.30	40.4447	28.3713	010.4	4.1	0.0	4.1	3.9	0.0	0.0	Ke	BAYRAMDERE ACIKLARI-BURSA (MARMARA DENIZI)
000016	20190103162756	2019.01.03	16:27:56.84	39.5097	26.1643	005.6	3.6	0.0	3.6	3.5	0.0	0.0	Ke	BADEMLI-AYVACIK (CANAKKALE) [North West  1.5 km]
000017	20181229151911	2018.12.29	15:19:11.34	40.3967	26.0462	011.3	3.7	0.0	3.7	3.7	0.0	0.0	Ke	SAROS KORFEZI (EGE DENIZI)
000018	20181228161245	2018.12.28	16:12:45.64	39.5273	26.1738	006.1	3.7	0.0	3.7	3.7	0.0	0.0	Ke	YUKARIKOY-AYVACIK (CANAKKALE) [South West  2.4 km]
000019	20181220063424	2018.12.20	06:34:24.40	40.5995	28.9773	007.3	4.6	0.0	4.6	4.4	0.0	0.0	Ke	ESENKOY-CINARCIK (YALOVA) [South East  3.0 km]
000020	20181217144055	2018.12.17	14:40:55.05	39.5243	26.1807	007.4	4.1	0.0	4.1	3.9	0.0	0.0	Ke	CAMKALABAK-AYVACIK (CANAKKALE) [North West  1.9 km]
000021	20181215092606	2018.12.15	09:26:06.80	40.3772	28.9855	008.1	3.9	0.0	3.9	3.7	0.0	0.0	Ke	ALTINTAS-MUDANYA (BURSA) [North East  2.6 km]
000022	20181204123803	2018.12.04	12:38:03.15	40.6673	26.9752	011.3	3.6	0.0	3.6	3.4	0.0	0.0	Ke	YULUCE-GELIBOLU (CANAKKALE) [South East  2.7 km]
000023	20181201213610	2018.12.01	21:36:10.61	40.5880	28.9725	012.0	3.5	0.0	3.5	3.4	0.0	0.0	Ke	ESENKOY-CINARCIK (YALOVA) [South East  4.0 km]
000024	20181130023634	2018.11.30	02:36:34.63	40.5985	28.9668	012.1	4.3	0.0	4.3	4.0	0.0	0.0	Ke	ESENKOY-CINARCIK (YALOVA) [South East  2.7 km]
000025	20181102234236	2018.11.02	23:42:36.14	40.8025	31.0063	009.3	3.8	0.0	3.5	3.8	0.0	0.0	Ke	ICMELER-GOLYAKA (DUZCE) [South West  1.5 km]
000026	20180529190508	2018.05.29	19:05:08.62	39.5853	25.9327	006.0	3.7	0.0	3.7	3.5	0.0	0.0	Ke	GULPINAR ACIKLARI-CANAKKALE (EGE DENIZI)
000027	20180529105126	2018.05.29	10:51:26.92	39.5797	25.9115	001.1	3.7	0.0	3.7	3.6	0.0	0.0	Ke	GULPINAR ACIKLARI-CANAKKALE (EGE DENIZI)
000028	20180529102459	2018.05.29	10:24:59.89	39.5903	25.9863	004.2	4.1	0.0	4.0	4.1	0.0	0.0	Ke	GULPINAR ACIKLARI-CANAKKALE (EGE DENIZI)
000029	20180517073748	2018.05.17	07:37:48.71	39.5348	26.1612	008.1	3.6	0.0	3.6	3.6	0.0	0.0	Ke	YUKARIKOY-AYVACIK (CANAKKALE) [South West  2.7 km]
000030	20180506173949	2018.05.06	17:39:49.79	39.3985	26.2010	008.9	3.8	0.0	3.8	3.7	0.0	0.0	Ke	MIDILLI ADASI (EGE DENIZI)
000031	20180503085847	2018.05.03	08:58:47.20	39.5218	26.0173	006.2	3.5	0.0	3.5	3.4	0.0	0.0	Ke	GULPINAR ACIKLARI-CANAKKALE (EGE DENIZI)
000032	20180503023240	2018.05.03	02:32:40.28	40.8522	31.6548	005.0	3.9	0.0	3.9	3.8	0.0	0.0	Ke	CUKUROREN- (BOLU) [North East  4.6 km]
000033	20180503023045	2018.05.03	02:30:45.00	40.8570	31.6630	004.2	3.9	0.0	3.8	3.9	0.0	0.0	Ke	YESILCELE- (BOLU) [North West  4.5 km]
000034	20180503020433	2018.05.03	02:04:33.41	39.9797	26.9243	012.7	4.5	0.0	4.5	4.2	0.0	0.0	Ke	TEPEKOY-CAN (CANAKKALE) [West 0.3 km]
000035	20180413133832	2018.04.13	13:38:32.36	40.7712	30.8017	008.4	3.9	0.0	3.9	3.7	0.0	0.0	Ke	HARMANTEPE-HENDEK (SAKARYA) [North West  0.8 km]
000036	20180407211631	2018.04.07	21:16:31.33	40.8617	31.6603	006.0	4.9	0.0	4.9	4.6	0.0	0.0	Ke	YESILCELE- (BOLU) [North West  5.0 km]
000037	20180328055548	2018.03.28	05:55:48.71	40.7935	31.0007	010.0	3.5	0.0	3.5	3.2	0.0	0.0	Ke	GOLYAKA (DUZCE) [North East  1.9 km]
000038	20180325150158	2018.03.25	15:01:58.78	41.6303	26.7772	012.6	3.6	0.0	3.6	3.5	0.0	0.0	Ke	SOGUTLUDERE-HAVSA (EDIRNE) [South West  2.4 km]
000039	20180307160232	2018.03.07	16:02:32.44	39.5923	26.0512	007.5	3.9	0.0	3.9	3.7	0.0	0.0	Ke	TAVAKLI ACIKLARI-CANAKKALE (EGE DENIZI)
000040	20180225211026	2018.02.25	21:10:26.41	39.5510	26.0190	009.4	3.8	0.0	3.6	3.8	0.0	0.0	Ke	GULPINAR ACIKLARI-CANAKKALE (EGE DENIZI)
000041	20180114115617	2018.01.14	11:56:17.80	39.5605	26.0097	007.0	4.0	0.0	4.0	4.0	0.0	0.0	Ke	GULPINAR ACIKLARI-CANAKKALE (EGE DENIZI)
000042	20180114115516	2018.01.14	11:55:16.47	39.5570	26.0100	006.2	3.5	0.0	3.5	0.0	0.0	0.0	Ke	GULPINAR ACIKLARI-CANAKKALE (EGE DENIZI)
000043	20180104045354	2018.01.04	04:53:54.82	39.3487	28.0002	009.2	4.1	0.0	4.1	3.9	0.0	0.0	Ke	HAMIDIYE-BIGADIC (BALIKESIR) [South 2.8 km]
000044	20171231201202	2017.12.31	20:12:02.32	40.5658	27.8670	012.6	4.1	0.0	4.1	3.8	0.0	0.0	Ke	ERDEK ACIKLARI-BALIKESIR (MARMARA DENIZI)
000045	20171230085638	2017.12.30	08:56:38.74	39.3658	25.5243	009.1	4.0	0.0	4.0	4.0	0.0	0.0	Ke	EGE DENIZI
000046	20171220041849	2017.12.20	04:18:49.34	39.2793	30.5213	005.9	3.5	0.0	3.3	3.5	0.0	0.0	Ke	KIRKA-SEYITGAZI (ESKISEHIR) [South West  0.5 km]
000047	20171219185406	2017.12.19	18:54:06.02	39.5397	28.2117	005.0	3.5	0.0	3.5	3.4	0.0	0.0	Ke	TILKICIK-KEPSUT (BALIKESIR) [South East  2.1 km]
000048	20171213231054	2017.12.13	23:10:54.54	40.0953	27.7623	011.0	3.7	0.0	3.7	3.5	0.0	0.0	Ke	KUPCIKTI-GONEN (BALIKESIR) [North West  1.5 km]
000049	20171005235442	2017.10.05	23:54:42.31	40.8375	28.3402	013.9	3.6	0.0	3.6	3.4	0.0	0.0	Ke	MARMARA DENIZI
000050	20170917073833	2017.09.17	07:38:33.89	39.4447	26.3792	010.8	3.7	0.0	3.7	3.7	0.0	0.0	Ke	EDREMIT KORFEZI (EGE DENIZI)
000051	20170916081241	2017.09.16	08:12:41.00	39.4310	26.3750	011.9	4.3	0.0	4.3	4.2	0.0	0.0	Ke	EDREMIT KORFEZI (EGE DENIZI)
000052	20170913212332	2017.09.13	21:23:32.42	39.5655	26.0178	007.9	3.5	0.0	3.5	3.5	0.0	0.0	Ke	GULPINAR ACIKLARI-CANAKKALE (EGE DENIZI)
000053	20170903032314	2017.09.03	03:23:14.06	40.1432	29.9395	005.5	3.7	0.0	3.7	3.7	0.0	0.0	Ke	SELOZ- (BILECIK) [North East  1.7 km]
000054	20170903021339	2017.09.03	02:13:39.52	39.5522	26.0535	010.0	3.6	0.0	3.6	3.6	0.0	0.0	Ke	GULPINAR-AYVACIK (CANAKKALE) [North West  6.1 km]
000055	20170809213550	2017.08.09	21:35:50.85	39.3150	27.8765	014.0	3.7	0.0	3.7	3.6	0.0	0.0	Ke	FIRDANLAR-KIRKAGAC (MANISA) [North West  2.5 km]
000056	20170809201408	2017.08.09	20:14:08.30	39.3080	27.8572	012.9	4.0	0.0	4.0	3.9	0.0	0.0	Ke	GOKCUKUR-KIRKAGAC (MANISA) [North West  2.1 km]
000057	20170801193355	2017.08.01	19:33:55.44	39.5382	26.1843	007.1	3.6	0.0	3.6	3.3	0.0	0.0	Ke	YUKARIKOY-AYVACIK (CANAKKALE) [South West  0.8 km]
000058	20170727124518	2017.07.27	12:45:18.30	40.3028	25.2452	013.6	4.2	0.0	3.8	4.2	0.0	0.0	Ke	EGE DENIZI
000059	20170725152110	2017.07.25	15:21:10.15	40.4407	28.9817	007.2	3.6	0.0	3.6	3.5	0.0	0.0	Ke	GEMLIK KORFEZI (MARMARA DENIZI)
000060	20170722221232	2017.07.22	22:12:32.21	40.0182	27.1407	013.2	4.3	0.0	4.3	3.9	0.0	0.0	Ke	YAYKIN-CAN (CANAKKALE) [North East  1.0 km]
000061	20170720165345	2017.07.20	16:53:45.15	39.5623	26.0135	014.5	3.6	0.0	3.6	3.5	0.0	0.0	Ke	GULPINAR ACIKLARI-CANAKKALE (EGE DENIZI)
000062	20170619200912	2017.06.19	20:09:12.38	39.0382	25.9418	007.9	3.5	0.0	3.5	3.5	0.0	0.0	Ke	EGE DENIZI
000063	20170612194840	2017.06.12	19:48:40.51	39.0013	26.2978	013.9	3.7	0.0	3.5	3.7	0.0	0.0	Ke	MIDILLI ADASI (EGE DENIZI)
000064	20170508005302	2017.05.08	00:53:02.77	40.2200	25.1893	009.8	3.6	0.0	3.6	3.5	0.0	0.0	Ke	EGE DENIZI
000065	20170504102336	2017.05.04	10:23:36.89	39.3445	25.8347	007.8	3.6	0.0	3.6	3.5	0.0	0.0	Ke	EGE DENIZI
000066	20170504041730	2017.05.04	04:17:30.88	39.3270	25.8957	012.8	3.5	0.0	3.5	3.3	0.0	0.0	Ke	MIDILLI ADASI (EGE DENIZI)
000067	20170501100136	2017.05.01	10:01:36.69	40.0088	26.8510	005.3	3.5	0.0	3.5	3.5	0.0	0.0	Ke	SERBETLI-CAN (CANAKKALE) [South West  1.0 km]
000068	20170420141124	2017.04.20	14:11:24.92	39.4107	28.4542	006.4	4.3	0.0	4.3	4.2	0.0	0.0	Ke	YUKARIGOCEK-BIGADIC (BALIKESIR) [North West  1.5 km]
000069	20170413192521	2017.04.13	19:25:21.76	40.3982	26.0573	012.5	3.5	0.0	3.5	3.5	0.0	0.0	Ke	SAROS KORFEZI (EGE DENIZI)
000070	20170411230058	2017.04.11	23:00:58.43	40.4010	27.2453	010.4	3.5	0.0	3.5	3.4	0.0	0.0	Ke	ORTULUCE-BIGA (CANAKKALE) [North East  4.1 km]
000071	20170407022220	2017.04.07	02:22:20.59	39.5468	26.1907	005.2	3.7	0.0	3.7	3.6	0.0	0.0	Ke	YUKARIKOY-AYVACIK (CANAKKALE) [North 0.3 km]
000072	20170328162718	2017.03.28	16:27:18.45	39.5885	26.0235	014.1	3.6	0.0	3.6	3.3	0.0	0.0	Ke	TAVAKLI ACIKLARI-CANAKKALE (EGE DENIZI)
000073	20170324151905	2017.03.24	15:19:05.71	39.5490	26.0973	011.7	4.3	0.0	4.3	4.1	0.0	0.0	Ke	GULPINAR-AYVACIK (CANAKKALE) [North West  2.7 km]
000074	20170320080150	2017.03.20	08:01:50.82	39.5610	26.1272	003.7	3.7	0.0	3.6	3.7	0.0	0.0	Ke	GULPINAR-AYVACIK (CANAKKALE) [North East  3.4 km]
000075	20170320070017	2017.03.20	07:00:17.92	39.5477	26.1113	004.3	4.2	0.0	4.2	4.2	0.0	0.0	Ke	GULPINAR-AYVACIK (CANAKKALE) [North West  2.0 km]
000076	20170320042134	2017.03.20	04:21:34.02	39.5357	26.1638	005.3	3.5	0.0	3.5	3.5	0.0	0.0	Ke	YUKARIKOY-AYVACIK (CANAKKALE) [South West  2.5 km]
000077	20170308200958	2017.03.08	20:09:58.28	39.9755	27.6600	007.5	4.0	0.0	4.0	3.8	0.0	0.0	Ke	CATAK-GONEN (BALIKESIR) [North West  1.7 km]
000078	20170302071849	2017.03.02	07:18:49.75	39.5130	26.0667	009.5	3.5	0.0	3.4	3.5	0.0	0.0	Ke	BABAKALE-AYVACIK (CANAKKALE) [North 3.7 km]
000079	20170302054840	2017.03.02	05:48:40.78	39.4930	26.0410	006.8	3.9	0.0	3.9	3.9	0.0	0.0	Ke	BABAKALE-AYVACIK (CANAKKALE) [North West  2.5 km]
000080	20170301000518	2017.03.01	00:05:18.70	39.4772	26.0097	008.6	3.7	0.0	3.7	3.6	0.0	0.0	Ke	BABAKALE-AYVACIK (CANAKKALE) [West 4.7 km]
000081	20170228232733	2017.02.28	23:27:33.41	39.4847	26.0637	011.2	4.5	0.0	4.3	4.5	0.0	0.0	Ke	BABAKALE-AYVACIK (CANAKKALE) [North 0.6 km]
000082	20170228232640	2017.02.28	23:26:40.27	39.4803	26.0628	012.4	3.5	0.0	3.5	0.0	0.0	0.0	Ke	BABAKALE-AYVACIK (CANAKKALE) [North West  0.2 km]
000083	20170227225223	2017.02.27	22:52:23.22	39.4985	26.0583	011.9	4.0	0.0	4.0	3.9	0.0	0.0	Ke	BABAKALE-AYVACIK (CANAKKALE) [North West  2.2 km]
000084	20170223015513	2017.02.23	01:55:13.66	39.5610	26.0940	007.9	4.3	0.0	4.2	4.3	0.0	0.0	Ke	GULPINAR-AYVACIK (CANAKKALE) [North West  4.0 km]
000085	20170222012421	2017.02.22	01:24:21.25	39.5593	26.0903	010.8	3.5	0.0	3.5	3.5	0.0	0.0	Ke	GULPINAR-AYVACIK (CANAKKALE) [North West  4.0 km]
000086	20170218231924	2017.02.18	23:19:24.93	40.2700	27.1772	012.9	3.6	0.0	3.5	3.6	0.0	0.0	Ke	DOGANCI-BIGA (CANAKKALE) [North West  1.1 km]
000087	20170216001859	2017.02.16	00:18:59.87	39.5205	26.0547	013.7	4.5	0.0	4.3	4.5	0.0	0.0	Ke	BABAKALE-AYVACIK (CANAKKALE) [North West  4.6 km]
000088	20170212235837	2017.02.12	23:58:37.00	39.5612	26.1223	007.4	3.6	0.0	3.5	3.6	0.0	0.0	Ke	GULPINAR-AYVACIK (CANAKKALE) [North 3.3 km]
000089	20170212185100	2017.02.12	18:51:00.17	39.5390	26.1687	008.2	3.5	0.0	3.5	3.5	0.0	0.0	Ke	YUKARIKOY-AYVACIK (CANAKKALE) [South West  1.9 km]
000090	20170212134815	2017.02.12	13:48:15.21	39.4997	26.1167	013.3	5.2	0.0	5.2	5.2	0.0	0.0	Ke	KOCAKOY-AYVACIK (CANAKKALE) [South West  1.6 km]
000091	20170212121449	2017.02.12	12:14:49.16	39.5463	26.0593	010.5	4.0	0.0	4.0	4.0	0.0	0.0	Ke	GULPINAR-AYVACIK (CANAKKALE) [North West  5.4 km]
000092	20170211220113	2017.02.11	22:01:13.57	39.5555	26.1283	009.2	4.0	0.0	4.0	4.0	0.0	0.0	Ke	GULPINAR-AYVACIK (CANAKKALE) [North East  2.8 km]
000093	20170211034759	2017.02.11	03:47:59.98	39.5277	26.1883	010.3	3.5	0.0	3.5	3.5	0.0	0.0	Ke	YUKARIKOY-AYVACIK (CANAKKALE) [South 1.8 km]
000094	20170210085525	2017.02.10	08:55:25.26	39.5182	26.1488	011.3	4.8	0.0	4.8	4.7	0.0	0.0	Ke	KOCAKOY-AYVACIK (CANAKKALE) [North East  2.1 km]
000095	20170209101310	2017.02.09	10:13:10.20	39.5422	26.0665	011.7	4.2	0.0	4.2	4.1	0.0	0.0	Ke	GULPINAR-AYVACIK (CANAKKALE) [North West  4.7 km]
000096	20170208021613	2017.02.08	02:16:13.61	39.5358	26.1395	010.6	4.1	0.0	4.1	4.1	0.0	0.0	Ke	GULPINAR-AYVACIK (CANAKKALE) [North East  1.8 km]
000097	20170208013803	2017.02.08	01:38:03.23	39.5310	26.1428	010.4	4.6	0.0	4.6	4.5	0.0	0.0	Ke	GULPINAR-AYVACIK (CANAKKALE) [East 2.0 km]
000098	20170207225328	2017.02.07	22:53:28.92	39.5177	26.0660	015.6	4.3	0.0	4.3	4.1	0.0	0.0	Ke	BABAKALE-AYVACIK (CANAKKALE) [North 4.2 km]
000099	20170207213459	2017.02.07	21:34:59.11	39.5352	26.1443	008.7	4.2	0.0	4.2	4.1	0.0	0.0	Ke	GULPINAR-AYVACIK (CANAKKALE) [North East  2.2 km]
000100	20170207210053	2017.02.07	21:00:53.63	39.5307	26.1503	011.4	4.3	0.0	4.1	4.3	0.0	0.0	Ke	GULPINAR-AYVACIK (CANAKKALE) [East 2.7 km]
000101	20170207152525	2017.02.07	15:25:25.20	39.5332	26.1302	010.0	3.6	0.0	3.5	3.6	0.0	0.0	Ke	GULPINAR-AYVACIK (CANAKKALE) [North East  0.9 km]
000102	20170207051708	2017.02.07	05:17:08.17	39.5365	26.1643	005.4	4.5	0.0	4.3	4.5	0.0	0.0	Ke	YUKARIKOY-AYVACIK (CANAKKALE) [South West  2.4 km]
000103	20170207051550	2017.02.07	05:15:50.57	39.5253	26.1470	011.6	4.3	0.0	4.1	4.3	0.0	0.0	Ke	GULPINAR-AYVACIK (CANAKKALE) [South East  2.5 km]
000104	20170207022402	2017.02.07	02:24:02.90	39.5235	26.1242	012.7	5.3	0.0	5.3	5.2	0.0	0.0	Ke	GULPINAR-AYVACIK (CANAKKALE) [South East  1.0 km]
000105	20170206202204	2017.02.06	20:22:04.90	39.5590	26.0822	008.5	4.0	0.0	4.0	3.9	0.0	0.0	Ke	GULPINAR-AYVACIK (CANAKKALE) [North West  4.4 km]
000106	20170206145842	2017.02.06	14:58:42.92	39.5307	26.1113	010.7	3.5	0.0	3.5	3.5	0.0	0.0	Ke	GULPINAR-AYVACIK (CANAKKALE) [West 0.7 km]
000107	20170206130159	2017.02.06	13:01:59.51	39.5330	26.1283	009.5	3.6	0.0	3.6	3.6	0.0	0.0	Ke	GULPINAR-AYVACIK (CANAKKALE) [North East  0.8 km]
000108	20170206122848	2017.02.06	12:28:48.27	39.5210	26.1132	010.4	3.9	0.0	3.9	3.8	0.0	0.0	Ke	GULPINAR-AYVACIK (CANAKKALE) [South West  1.3 km]
000109	20170206121807	2017.02.06	12:18:07.44	39.5480	26.0787	006.7	3.6	0.0	3.5	3.6	0.0	0.0	Ke	GULPINAR-AYVACIK (CANAKKALE) [North West  4.0 km]
000110	20170206114500	2017.02.06	11:45:00.87	39.5313	26.0938	012.6	4.5	0.0	4.5	4.3	0.0	0.0	Ke	GULPINAR-AYVACIK (CANAKKALE) [West 2.2 km]
000111	20170206110332	2017.02.06	11:03:32.18	39.5293	26.1207	010.8	3.6	0.0	3.6	0.0	0.0	0.0	Ke	GULPINAR-AYVACIK (CANAKKALE) [South East  0.2 km]
000112	20170206105801	2017.02.06	10:58:01.23	39.5248	26.0997	013.9	5.3	0.0	5.3	5.1	0.0	0.0	Ke	GULPINAR-AYVACIK (CANAKKALE) [South West  1.8 km]
000113	20170206041728	2017.02.06	04:17:28.74	39.5413	26.1015	011.7	4.2	0.0	4.2	4.1	0.0	0.0	Ke	GULPINAR-AYVACIK (CANAKKALE) [North West  1.9 km]
000114	20170206035139	2017.02.06	03:51:39.80	39.5453	26.1087	011.0	5.4	0.0	5.4	5.2	0.0	0.0	Ke	GULPINAR-AYVACIK (CANAKKALE) [North West  1.8 km]
000115	20170130085451	2017.01.30	08:54:51.83	39.5380	26.1348	005.8	3.5	0.0	3.5	3.4	0.0	0.0	Ke	GULPINAR-AYVACIK (CANAKKALE) [North East  1.5 km]
000116	20170130065616	2017.01.30	06:56:16.70	39.5960	26.4243	008.3	4.1	0.0	4.1	4.0	0.0	0.0	Ke	AYVACIK (CANAKKALE) [South East  2.1 km]
000117	20170127052127	2017.01.27	05:21:27.51	39.0238	27.7032	007.7	3.5	0.0	3.5	3.5	0.0	0.0	Ke	YATAGAN-AKHISAR (MANISA) [North West  1.4 km]
000118	20170125032827	2017.01.25	03:28:27.88	39.2113	27.9985	002.5	3.5	0.0	3.4	3.5	0.0	0.0	Ke	SAHINKAYA-SINDIRGI (BALIKESIR) [North West  2.2 km]
000119	20170120031511	2017.01.20	03:15:11.33	39.2305	28.0882	008.9	3.9	0.0	3.6	3.9	0.0	0.0	Ke	KOZLU-SINDIRGI (BALIKESIR) [South West  1.0 km]
000120	20170120014149	2017.01.20	01:41:49.41	39.9893	26.8862	004.5	3.9	0.0	3.7	3.9	0.0	0.0	Ke	ALIBEYCIFTLIGI-CAN (CANAKKALE) [South East  0.9 km]
000121	20170118034839	2017.01.18	03:48:39.13	39.5450	26.1220	005.3	3.5	0.0	3.3	3.5	0.0	0.0	Ke	GULPINAR-AYVACIK (CANAKKALE) [  1.55 km]
000122	20170116212938	2017.01.16	21:29:38.97	39.2405	28.0812	010.7	3.7	0.0	3.5	3.7	0.0	0.0	Ke	KOZLU-SINDIRGI (BALIKESIR) [North West  1.2 km]
000123	20170115191636	2017.01.15	19:16:36.23	39.5432	26.1090	009.9	3.7	0.0	3.5	3.7	0.0	0.0	Ke	GULPINAR-AYVACIK (CANAKKALE) [North West  1.6 km]
000124	20170115063848	2017.01.15	06:38:48.94	39.5595	26.0998	003.0	3.9	0.0	3.8	3.9	0.0	0.0	Ke	GULPINAR-AYVACIK (CANAKKALE) [North West  3.6 km]
000125	20170115040319	2017.01.15	04:03:19.53	39.5482	26.1300	011.6	4.3	0.0	4.3	4.2	0.0	0.0	Ke	GULPINAR-AYVACIK (CANAKKALE) [North East  2.1 km]
000126	20170115003818	2017.01.15	00:38:18.91	39.8908	28.7168	005.0	3.8	0.0	3.7	3.8	0.0	0.0	Ke	CIVILICAM-MUSTAFAKEMALPASA (BURSA) [North East  0.7 km]
000127	20170114223859	2017.01.14	22:38:59.39	39.5455	26.1235	010.6	4.8	0.0	4.8	4.7	0.0	0.0	Ke	GULPINAR-AYVACIK (CANAKKALE) [North East  1.6 km]
000128	20170114141917	2017.01.14	14:19:17.94	39.5470	26.0887	005.3	3.5	0.0	3.3	3.5	0.0	0.0	Ke	GULPINAR-AYVACIK (CANAKKALE) [North West  3.2 km]
000129	20170106063727	2017.01.06	06:37:27.93	39.2377	28.0538	005.0	3.5	0.0	3.4	3.5	0.0	0.0	Ke	ALAKIR-SINDIRGI (BALIKESIR) [South West  0.0 km]
000130	20170102015056	2017.01.02	01:50:56.73	39.5415	26.1348	005.6	3.7	0.0	3.6	3.7	0.0	0.0	Ke	GULPINAR-AYVACIK (CANAKKALE) [North East  1.7 km]
000131	20161223060255	2016.12.23	06:02:55.26	40.2542	27.0187	004.8	3.6	0.0	3.4	3.6	0.0	0.0	Ke	KOZCESME-BIGA (CANAKKALE) [South West  1.7 km]
000132	20161215214109	2016.12.15	21:41:09.49	41.9297	31.7833	084.4	3.5	0.0	3.2	3.5	0.0	0.0	Ke	TURKALI ACIKLARI-ZONGULDAK (KARADENIZ)
000133	20161213220142	2016.12.13	22:01:42.19	39.8293	28.9022	007.7	3.5	0.0	3.2	3.5	0.0	0.0	Ke	DURHASAN-BUYUKORHAN (BURSA) [South East  1.3 km]
000134	20161025135249	2016.10.25	13:52:49.14	39.4670	28.0105	005.4	3.5	0.0	3.4	3.5	0.0	0.0	Ke	AKYAR-BIGADIC (BALIKESIR) [North East  0.5 km]
000135	20161025071855	2016.10.25	07:18:55.82	39.7925	28.6772	003.8	3.5	0.0	3.2	3.5	0.0	0.0	Ke	HACIAHMET-MUSTAFAKEMALPASA (BURSA) [North West  1.8 km]
000136	20161024210447	2016.10.24	21:04:47.04	39.7947	28.6662	008.0	4.1	0.0	4.1	3.9	0.0	0.0	Ke	HACIAHMET-MUSTAFAKEMALPASA (BURSA) [North West  2.3 km]
000137	20161016141124	2016.10.16	14:11:24.21	40.8978	30.9090	003.3	3.8	0.0	3.8	3.5	0.0	0.0	Ke	UVEZBELI-CUMAYERI (DUZCE) [  .99 km]
000138	20161009062100	2016.10.09	06:21:00.24	39.0080	27.7198	012.7	4.0	0.0	4.0	4.0	0.0	0.0	Ke	YATAGAN-AKHISAR (MANISA) [South East  1.0 km]
000139	20161008230246	2016.10.08	23:02:46.59	40.6140	28.9453	005.5	3.7	0.0	3.7	3.7	0.0	0.0	Ke	ESENKOY-CINARCIK (YALOVA) [South West  1.0 km]
000140	20161008212233	2016.10.08	21:22:33.79	40.6122	28.9517	005.7	3.7	0.0	3.5	3.7	0.0	0.0	Ke	ESENKOY-CINARCIK (YALOVA) [South 1.4 km]
000141	20160930140943	2016.09.30	14:09:43.90	40.6667	29.1833	005.3	3.6	0.0	3.5	3.6	0.0	0.0	Ke	KORU-CINARCIK (YALOVA) [North East  2.2 km]
000142	20160924072630	2016.09.24	07:26:30.21	40.2607	25.1807	015.3	3.8	0.0	3.6	3.8	0.0	0.0	Ke	EGE DENIZI
000143	20160922213005	2016.09.22	21:30:05.67	39.0112	27.7310	011.8	3.8	0.0	3.7	3.8	0.0	0.0	Ke	YATAGAN-AKHISAR (MANISA) [South East  1.4 km]
000144	20160922024719	2016.09.22	02:47:19.28	40.4412	29.1770	005.6	3.8	0.0	3.8	3.8	0.0	0.0	Ke	CIHATLI-GEMLIK (BURSA) [  2.02 km]
